297.036777583  754.736842105
539.88441331  786.938947368
755.637478109  771.844210526
890.145359019  726.56
1000.49211909  619.890526316
1086.79334501  315.983157895
1083.78283713  240.509473684
804.80910683  206.294736842
309.078809107  198.244210526
167.584938704  211.326315789
97.3397548161  238.433684211
183.640980736  556.492631579
297.036777583  754.736842105
156.546409807  835.242105263
217.760070053  851.343157895
347.211908932  866.437894737
419.464098074  879.52
579.021015762  876.501052632
741.588441331  866.437894737
797.784588441  864.425263158
858.998248687  848.324210526
967.376532399  776.875789474
1046.58318739  712.471578947
1073.67775832  668.193684211
1095.75481611  591.713684211
1140.91243433  449.823157895
1157.97197898  306.926315789
1159.9614711  136.858947368
1090.80735552  126.795789474
920.211908932  113.713684211
840.935201401  105.663157895
799.791593695  152.96
729.546409807  140.884210526
699.441330998  140.884210526
300.047285464  123.776842105
252.882661996  106.669473684
43.1506129597  154.972631579
1.00350262697  191.2
62.2872154116  473.974736842
88.378283713  604.795789474
117.409807356  821.153684211
156.546409807  835.242105263
145.507880911  779.894736842





145.507880911  779.894736842

208.72854641  623.915789474
234.819614711  664.168421053
138.483362522  732.597894737
260.910683012  703.414736842
